Food code,Food description
12210270,"The image shows the food category of coffee creamer, liquid, fat free, flavored. Additional details include light; lite; Coffee Mate; low fat; Carnation; Coffee Rich; Dunkin Donuts; International Delight; Mocha Mix."
12210280,"The image shows the food category of coffee creamer, liquid, fat free, sugar free, flavored. Additional details include low fat; light; lite; Coffee Mate; Carnation; International Delight; Mocha Mix."
12210310,"The image shows the food category of coffee creamer, liquid, sugar free, flavored. Additional details include coffee Mate; Carnation; International Delight; Mocha Mix."
12210400,"The image shows the food category of coffee creamer, powder. Additional details include coffee Mate; Cremora; Carnation; plain."
12210420,"The image shows the food category of coffee creamer, powder, flavored. Additional details include coffee Mate powder, flavored; Carnation."
12210430,"The image shows the food category of coffee creamer, powder, fat free. Additional details include light; lite; low fat; Coffee Mate; Carnation; Cremora; plain."
12210440,"The image shows the food category of coffee creamer,powder, fat free, flavored. Additional details include light; lite; Coffee Mate; low fat; Carnation."
12210505,"The image shows the food category of coffee creamer,powder, sugar free, flavored. Additional details include fat free; light; lite; low fat; Coffee Mate; Carnation."
12210520,"The image shows the food category of coffee creamer, soy, liquid. Additional details include almond; Silk; So Delicious; coconut milk creamer."
12220200,"The image shows the food category of whipped topping. Additional details include cool Whip; non-dairy; plain or flavored; frozen; Rich's Richwhip; Dream Whip; whipped topping, not further specified subcategory assigned."
12220270,"The image shows the food category of whipped topping, fat free. Additional details include light; lite; non-dairy; low fat; Cool Whip; Rich's Richwhip; plain or flavored; fat free and sugar free; frozen."
12220280,"The image shows the food category of whipped topping, sugar free. Additional details include cool Whip; non-dairy; plain or flavored; frozen; Rich's Richwhip."
12310100,"The image shows the food category of sour cream, regular."
12310350,"The image shows the food category of sour cream, light. Additional details include low fat; reduced fat."
12310370,"The image shows the food category of sour cream, fat free. Additional details include nonfat."
12320100,"The image shows the food category of sour cream, imitation. Additional details include nondairy."
12350010,"The image shows the food category of dip, not further specified subcategory assigned. Additional details include not specified subcategory as to kind of dip."
12350200,"The image shows the food category of chipotle dip, regular. Additional details include jalapeno dip; Southwest dip."
12350205,"The image shows the food category of chipotle dip, light. Additional details include jalapeno dip; Southwest dip; fat free; low fat; nonfat; reduced fat."
12350220,"The image shows the food category of onion dip, regular. Additional details include french onion dip; toasted onion dip; green onion dip."
12350225,"The image shows the food category of onion dip, light. Additional details include french onion dip; toasted onion dip; green onion dip; fat free; low fat; nonfat; reduced fat."
12350230,"The image shows the food category of ranch dip, regular."
12350235,"The image shows the food category of ranch dip, light. Additional details include fat free; low fat; nonfat; reduced fat."
12350240,"The image shows the food category of spinach dip, regular."
12350245,"The image shows the food category of spinach dip, light. Additional details include fat free; low fat; nonfat; reduced fat."
12350250,"The image shows the food category of vegetable dip, regular. Additional details include dill."
12350255,"The image shows the food category of vegetable dip, light. Additional details include fat free; low fat; nonfat; reduced fat; dill."
13110000,"The image shows the food category of ice cream, not further specified subcategory assigned. Additional details include not specified subcategory as to flavor."
13110100,"The image shows the food category of ice cream, vanilla. Additional details include other flavors; swirl; in a cup; scoop."
13110102,"The image shows the food category of ice cream, vanilla, with additional ingredients. Additional details include nuts, candy, cookies, chocolate or other ingredients within the ice cream; other flavors; swirl; in a cup; scoop."
13110110,"The image shows the food category of ice cream, chocolate. Additional details include in a cup; scoop."
13110112,"The image shows the food category of ice cream, chocolate, with additional ingredients. Additional details include nuts, candy, cookies, chocolate, or other ingredients within the ice cream; in a cup; scoop."
13110200,"The image shows the food category of ice cream, soft serve, vanilla. Additional details include soft serve, not further specified subcategory assigned; frozen custard, not further specified subcategory assigned; other flavors; swirl; not specified subcategory as to ice cream or frozen yogurt; in a cup."
13110210,"The image shows the food category of ice cream, soft serve, chocolate. Additional details include frozen custard; not specified subcategory as to ice cream or frozen yogurt; in a cup."
13110460,"The image shows the food category of gelato, vanilla. Additional details include other flavors; swirl."
13110470,"The image shows the food category of gelato, chocolate."
13120050,"The image shows the food category of ice cream bar, vanilla. Additional details include stick; other flavors; coatings other than chocolate."
